MANDT,QMNUM,QMART,QMTXT,ARTPR,PRIOK,ERNAM,ERDAT,AENAM,AEDAT,MZEIT,QMDAT,QMNAM,STRMN,STRUR,LTRMN,LTRUR,WAERS,AUFNR,VERID
800,000010001111,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814788,
800,000010001112,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814789,
800,000010001113,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814790,
800,000010001114,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814791,
800,000010001115,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814792,
800,000010001116,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814793,
800,000010001117,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814794,
800,000010001118,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814795,
800,000010001119,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814796,
800,000010001120,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814797,
800,000010001121,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814798,
800,000010001122,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814799,
800,000010001123,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814800,
800,000010001124,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814801,
800,000010001125,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814802,
800,000010001126,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814803,
800,000010001127,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814804,
800,000010001128,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814805,
800,000010001129,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814806,
800,000010001130,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814807,
800,000010001131,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814808,
800,000010001132,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814809,
800,000010001133,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814810,
800,000010001134,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814811,
800,000010001135,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814812,
800,000010001136,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814813,
800,000010001137,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814814,
800,000010001138,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814815,
800,000010001139,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814816,
800,000010001140,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814817,
800,000010001141,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814818,
800,000010001142,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814819,
800,000010001143,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814820,
800,000010001144,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814821,
800,000010001145,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814822,
800,000010001146,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814823,
800,000010001147,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814824,
800,000010001148,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814825,
800,000010001149,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814826,
800,000010001150,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814827,
800,000010001151,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814828,
800,000010001152,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814829,
800,000010001153,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814830,
800,000010001154,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814831,
800,000010001155,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814832,
800,000010001156,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814833,
800,000010001157,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814834,
800,000010001158,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814835,
800,000010001159,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814836,
800,000010001160,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814837,
800,000010001161,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814838,
800,000010001162,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814839,
800,000010001163,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814840,
800,000010001164,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814841,
800,000010001165,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814842,
800,000010001166,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814843,
800,000010001167,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814844,
800,000010001168,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814845,
800,000010001169,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814846,
800,000010001170,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814847,
800,000010001171,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814848,
800,000010001172,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814849,
800,000010001173,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814850,
800,000010001174,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814851,
800,000010001175,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814852,
800,000010001176,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814853,
800,000010001177,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814854,
800,000010001178,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814855,
800,000010001179,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814856,
800,000010001180,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814857,
800,000010001181,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814858,
800,000010001182,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814859,
800,000010001183,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814860,
800,000010001184,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814861,
800,000010001185,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814862,
800,000010001186,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814863,
800,000010001187,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814864,
800,000010001188,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814865,
800,000010001189,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814866,
800,000010001190,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814867,
800,000010001191,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814868,
800,000010001192,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814869,
800,000010001193,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814870,
800,000010001194,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814871,
800,000010001195,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814872,
800,000010001196,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814873,
800,000010001197,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814874,
800,000010001198,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814875,
800,000010001199,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814876,
800,000010001200,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814877,
800,000010001201,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814878,
800,000010001202,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814879,
800,000010001203,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814880,
800,000010001204,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814881,
800,000010001205,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814882,
800,000010001206,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814883,
800,000010001207,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814884,
800,000010001208,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814885,
800,000010001209,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814886,
800,000010001210,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814887,
800,000010001211,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814888,
800,000010001212,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814889,
800,000010001213,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814890,
800,000010001214,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814891,
800,000010001215,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814892,
800,000010001216,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814893,
800,000010001217,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814894,
800,000010001218,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814895,
800,000010001219,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814896,
800,000010001220,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814897,
800,000010001221,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814898,
800,000010001222,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814899,
800,000010001223,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814900,
800,000010001224,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814901,
800,000010001225,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814902,
800,000010001226,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814903,
800,000010001227,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814904,
800,000010001228,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814905,
800,000010001229,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814906,
800,000010001230,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814907,
800,000010001231,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814908,
800,000010001232,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814909,
800,000010001233,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814910,
800,000010001234,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814911,
800,000010001235,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,,00.00.0000,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814912,
800,000010001236,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,SCHULZET,25.11.2010,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814913,
800,000010001237,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,SCHULZET,25.11.2010,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814914,
800,000010001238,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,SCHULZET,25.11.2010,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814915,
800,000010001239,ZP,Zählerstandsabh. WP Pumpenblock 2,PM,3,SCHULZET,04.04.2005,SCHULZET,25.11.2010,11:28:30,04.04.2005,,04.04.2005,11:28:30,18.04.2005,11:28:30,,000000814916,
