MANDT,QMNUM,QMART,QMTXT,ARTPR,ERNAM,ERDAT,AEDAT,MZEIT,QMDAT,STRMN,STRUR,LTRMN,LTRUR
800,000010001065,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001066,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001067,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001068,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001069,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001070,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001071,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001072,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001073,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001074,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001075,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001076,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001077,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001078,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001079,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001080,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001081,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001082,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001083,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001084,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001085,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001086,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001087,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001088,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001089,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001090,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001091,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001092,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001093,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001094,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001095,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001096,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001097,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001098,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001099,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001100,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001101,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001102,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001103,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001104,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001105,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001106,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001107,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001108,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001109,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001110,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001111,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001112,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001113,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001114,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001115,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001116,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001117,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001118,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001119,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001120,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001121,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001122,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001123,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001124,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001125,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001126,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001127,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001128,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001129,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001130,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001131,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001132,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001133,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001134,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001135,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001136,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001137,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001138,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001139,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001140,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001141,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001142,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001143,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001144,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001145,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001146,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001147,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001148,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001149,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001150,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001151,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001152,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001153,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001154,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001155,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001156,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001157,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001158,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001159,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001160,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001161,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001162,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001163,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001164,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001165,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001166,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001167,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001168,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001169,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001170,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001171,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001172,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001173,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001174,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001175,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001176,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001177,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001178,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001179,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001180,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001181,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001182,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001183,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001184,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001185,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001186,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001187,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001188,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001189,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001190,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001191,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001192,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001193,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001194,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001195,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001196,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001197,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001198,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001199,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001200,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
800,000010001201,ZP,ZÄHLERSTANDSABH. WP PUMPENBLOCK 2,PM,SCHULZET,2005-04-04,NAT,11:28:30,2005-04-04,2005-04-04,11:28:30,2005-04-18,11:28:30
